State FIPS Code,County FIPS Code,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,,,,,,,,,,,,,,,,,,
6,109,CA,Tuolumne County,"6,848","5,388","8,308",13.2,10.4,16,,,,,,,,,,,,,,,,,,
6,111,CA,Ventura County,"73,968","66,079","81,857",8.9,7.9,9.9,,,,,,,,,,,,,,,,,,
6,113,CA,Yolo County,"30,708","27,369","34,047",14.8,13.2,16.4,,,,,,,,,,,,,,,,,,
6,115,CA,Yuba County,"12,784","10,305","15,263",15.6,12.6,18.6,,,,,,,,,,,,,,,,,,
8,0,CO,Colorado,"554,126","540,035","568,217",9.7,9.5,9.9,,,,,,,,,,,,,,,,,,
8,1,CO,Adams County,"51,680","45,391","57,969",10,8.8,11.2,,,,,,,,,,,,,,,,,,
8,3,CO,Alamosa County,"2,887","2,222","3,552",18.3,14.1,22.5,,,,,,,,,,,,,,,,,,
8,5,CO,Arapahoe County,"56,744","51,237","62,251",8.7,7.9,9.5,,,,,,,,,,,,,,,,,,
8,7,CO,Archuleta County,"1,556","1,202","1,910",11.4,8.8,14,,,,,,,,,,,,,,,,,,
8,9,CO,Baca County,697,562,832,20.3,16.4,24.2,,,,,,,,,,,,,,,,,,
8,11,CO,Bent County,"1,284","1,005","1,563",30,23.5,36.5,,,,,,,,,,,,,,,,,,
8,13,CO,Boulder County,"34,103","30,717","37,489",10.7,9.6,11.8,,,,,,,,,,,,,,,,,,
8,14,CO,Broomfield County,"3,680","3,018","4,342",4.9,4,5.8,,,,,,,,,,,,,,,,,,
8,15,CO,Chaffee County,"1,952","1,496","2,408",10.4,8,12.8,,,,,,,,,,,,,,,,,,
8,17,CO,Cheyenne County,215,163,267,12.9,9.8,16,,,,,,,,,,,,,,,,,,
8,19,CO,Clear Creek County,712,533,891,7.6,5.7,9.5,,,,,,,,,,,,,,,,,,
8,21,CO,Conejos County,"1,268",947,"1,589",16.7,12.5,20.9,,,,,,,,,,,,,,,,,,
8,23,CO,Costilla County,835,639,"1,031",23.1,17.7,28.5,,,,,,,,,,,,,,,,,,
8,25,CO,Crowley County,"1,241",912,"1,570",37.8,27.8,47.8,,,,,,,,,,,,,,,,,,
8,27,CO,Custer County,519,388,650,10.5,7.8,13.2,,,,,,,,,,,,,,,,,,
8,29,CO,Delta County,"4,325","3,401","5,249",13.9,10.9,16.9,,,,,,,,,,,,,,,,,,
8,31,CO,Denver County,"82,086","74,364","89,808",11.7,10.6,12.8,,,,,,,,,,,,,,,,,,
8,33,CO,Dolores County,332,257,407,13.9,10.8,17,,,,,,,,,,,,,,,,,,
8,35,CO,Douglas County,"10,490","8,507","12,473",2.9,2.4,3.4,,,,,,,,,,,,,,,,,,
8,37,CO,Eagle County,"3,922","3,068","4,776",7.1,5.6,8.6,,,,,,,,,,,,,,,,,,
8,39,CO,Elbert County,"1,447","1,109","1,785",5.4,4.1,6.7,,,,,,,,,,,,,,,,,,
8,41,CO,El Paso County,"68,718","61,434","76,002",9.6,8.6,10.6,,,,,,,,,,,,,,,,,,
8,43,CO,Fremont County,"6,608","5,174","8,042",15.9,12.4,19.4,,,,,,,,,,,,,,,,,,
8,45,CO,Garfield County,"5,667","4,555","6,779",9.2,7.4,11,,,,,,,,,,,,,,,,,,
8,47,CO,Gilpin County,406,309,503,6.9,5.2,8.6,,,,,,,,,,,,,,,,,,
8,49,CO,Grand County,"1,135",864,"1,406",7.2,5.5,8.9,,,,,,,,,,,,,,,,,,
8,51,CO,Gunnison County,"2,016","1,610","2,422",12.3,9.8,14.8,,,,,,,,,,,,,,,,,,
8,53,CO,Hinsdale County,59,44,74,7.6,5.7,9.5,,,,,,,,,,,,,,,,,,
8,55,CO,Huerfano County,"1,261",956,"1,566",18.6,14.1,23.1,,,,,,,,,,,,,,,,,,
8,57,CO,Jackson County,201,157,245,14.8,11.5,18.1,,,,,,,,,,,,,,,,,,
8,59,CO,Jefferson County,"41,422","35,873","46,971",7.3,6.3,8.3,,,,,,,,,,,,,,,,,,
8,61,CO,Kiowa County,180,135,225,12.5,9.4,15.6,,,,,,,,,,,,,,,,,,
8,63,CO,Kit Carson County,832,640,"1,024",12.1,9.3,14.9,,,,,,,,,,,,,,,,,,
8,65,CO,Lake County,828,627,"1,029",11.3,8.5,14.1,,,,,,,,,,,,,,,,,,
8,67,CO,La Plata County,"5,521","4,413","6,629",10.1,8.1,12.1,,,,,,,,,,,,,,,,,,
8,69,CO,Larimer County,"39,476","35,707","43,245",11.2,10.1,12.3,,,,,,,,,,,,,,,,,,
8,71,CO,Las Animas County,"2,920","2,346","3,494",21,16.9,25.1,,,,,,,,,,,,,,,,,,
8,73,CO,Lincoln County,699,523,875,14.9,11.1,18.7,,,,,,,,,,,,,,,,,,
8,75,CO,Logan County,"2,982","2,368","3,596",16.4,13,19.8,,,,,,,,,,,,,,,,,,
8,77,CO,Mesa County,"16,238","13,266","19,210",10.6,8.7,12.5,,,,,,,,,,,,,,,,,,
8,79,CO,Mineral County,89,67,111,9.6,7.2,12,,,,,,,,,,,,,,,,,,
8,81,CO,Moffat County,"1,409","1,090","1,728",10.8,8.4,13.2,,,,,,,,,,,,,,,,,,
8,83,CO,Montezuma County,"3,957","3,121","4,793",15.2,12,18.4,,,,,,,,,,,,,,,,,,
8,85,CO,Montrose County,"5,370","4,294","6,446",12.5,10,15,,,,,,,,,,,,,,,,,,
8,87,CO,Morgan County,"3,524","2,850","4,198",12.4,10,14.8,,,,,,,,,,,,,,,,,,
8,89,CO,Otero County,"3,555","2,760","4,350",19.7,15.3,24.1,,,,,,,,,,,,,,,,,,
8,91,CO,Ouray County,323,241,405,6.4,4.8,8,,,,,,,,,,,,,,,,,,
8,93,CO,Park County,"1,280",956,"1,604",7.3,5.5,9.1,,,,,,,,,,,,,,,,,,
8,95,CO,Phillips County,529,414,644,11.9,9.3,14.5,,,,,,,,,,,,,,,,,,
8,97,CO,Pitkin County,"1,155",884,"1,426",6.7,5.1,8.3,,,,,,,,,,,,,,,,,,
8,99,CO,Prowers County,"2,251","1,754","2,748",19.2,15,23.4,,,,,,,,,,,,,,,,,,
8,101,CO,Pueblo County,"26,839","23,426","30,252",16.2,14.1,18.3,,,,,,,,,,,,,,,,,,
8,103,CO,Rio Blanco County,632,476,788,10.2,7.7,12.7,,,,,,,,,,,,,,,,,,
8,105,CO,Rio Grande County,"1,611","1,221","2,001",14.4,10.9,17.9,,,,,,,,,,,,,,,,,,
8,107,CO,Routt County,"1,484","1,147","1,821",6,4.6,7.4,,,,,,,,,,,,,,,,,,
8,109,CO,Saguache County,"1,392","1,046","1,738",21.6,16.2,27,,,,,,,,,,,,,,,,,,
8,111,CO,San Juan County,101,78,124,13.8,10.7,16.9,,,,,,,,,,,,,,,,,,
8,113,CO,San Miguel County,729,584,874,9,7.2,10.8,,,,,,,,,,,,,,,,,,
8,115,CO,Sedgwick County,328,254,402,14.2,11,17.4,,,,,,,,,,,,,,,,,,
8,117,CO,Summit County,"2,053","1,525","2,581",6.7,5,8.4,,,,,,,,,,,,,,,,,,
8,119,CO,Teller County,"1,968","1,497","2,439",7.9,6,9.8,,,,,,,,,,,,,,,,,,
8,121,CO,Washington County,544,407,681,11.6,8.7,14.5,,,,,,,,,,,,,,,,,,
8,123,CO,Weld County,"32,543","28,179","36,907",9.8,8.5,11.1,,,,,,,,,,,,,,,,,,
8,125,CO,Yuma County,"1,315","1,030","1,600",13.5,10.6,16.4,,,,,,,,,,,,,,,,,,
9,0,CT,Connecticut,"355,861","344,138","367,584",10.1,9.8,10.4,,,,,,,,,,,,,,,,,,
9,1,CT,Fairfield County,"85,452","77,033","93,871",9.1,8.2,10,,,,,,,,,,,,,,,,,,
9,3,CT,Hartford County,"92,542","83,824","101,260",10.6,9.6,11.6,,,,,,,,,,,,,,,,,,
9,5,CT,Litchfield County,"15,713","13,296","18,130",8.6,7.3,9.9,,,,,,,,,,,,,,,,,,
9,7,CT,Middlesex County,"10,537","8,370","12,704",6.6,5.2,8,,,,,,,,,,,,,,,,,,
9,9,CT,New Haven County,"100,433","91,625","109,241",12,10.9,13.1,,,,,,,,,,,,,,,,,,
9,11,CT,New London County,"23,102","19,792","26,412",8.9,7.6,10.2,,,,,,,,,,,,,,,,,,
9,13,CT,Tolland County,"15,039","13,239","16,839",11.1,9.8,12.4,,,,,,,,,,,,,,,,,,
9,15,CT,Windham County,"13,043","10,835","15,251",11.6,9.6,13.6,,,,,,,,,,,,,,,,,,
10,0,DE,Delaware,"113,026","107,766","118,286",11.5,11,12,,,,,,,,,,,,,,,,,,
10,1,DE,Kent County,"21,961","18,734","25,188",12.2,10.4,14,,,,,,,,,,,,,,,,,,
10,3,DE,New Castle County,"63,059","57,850","68,268",11.4,10.5,12.3,,,,,,,,,,,,,,,,,,
10,5,DE,Sussex County,"28,006","24,681","31,331",11.5,10.1,12.9,,,,,,,,,,,,,,,,,,
11,0,DC,District of Columbia,"107,307","101,426","113,188",16.8,15.9,17.7,,,,,,,,,,,,,,,,,,
11,1,DC,District of Columbia,"107,307","101,426","113,188",16.8,15.9,17.7,,,,,,,,,,,,,,,,,,
12,0,FL,Florida,"2,830,813","2,790,138","2,871,488",13.2,13,13.4,,,,,,,,,,,,,,,,,,
12,1,FL,Alachua County,"50,668","45,708","55,628",19.1,17.2,21,,,,,,,,,,,,,,,,,,
12,3,FL,Baker County,"4,187","3,325","5,049",16.1,12.8,19.4,,,,,,,,,,,,,,,,,,
12,5,FL,Bay County,"24,383","20,974","27,792",13.9,12,15.8,,,,,,,,,,,,,,,,,,
12,7,FL,Bradford County,"4,636","3,698","5,574",19.1,15.2,23,,,,,,,,,,,,,,,,,,
12,9,FL,Brevard County,"68,879","61,023","76,735",11.3,10,12.6,,,,,,,,,,,,,,,,,,
12,11,FL,Broward County,"244,519","226,819","262,219",12.8,11.9,13.7,,,,,,,,,,,,,,,,,,
12,13,FL,Calhoun County,"2,488","1,915","3,061",20.6,15.9,25.3,,,,,,,,,,,,,,,,,,
12,15,FL,Charlotte County,"20,910","17,526","24,294",10.9,9.1,12.7,,,,,,,,,,,,,,,,,,
12,17,FL,Citrus County,"24,173","20,799","27,547",15.5,13.3,17.7,,,,,,,,,,,,,,,,,,
12,19,FL,Clay County,"17,574","14,160","20,988",8,6.5,9.5,,,,,,,,,,,,,,,,,,
12,21,FL,Collier County,"39,843","33,595","46,091",10.4,8.8,12,,,,,,,,,,,,,,,,,,
12,23,FL,Columbia County,"10,722","8,574","12,870",16.5,13.2,19.8,,,,,,,,,,,,,,,,,,
12,27,FL,DeSoto County,"8,117","6,703","9,531",25.5,21.1,29.9,,,,,,,,,,,,,,,,,,
12,29,FL,Dixie County,"3,599","2,783","4,415",23.4,18.1,28.7,,,,,,,,,,,,,,,,,,
12,31,FL,Duval County,"146,090","131,019","161,161",14.9,13.4,16.4,,,,,,,,,,,,,,,,,,
12,33,FL,Escambia County,"56,350","49,848","62,852",18.5,16.4,20.6,,,,,,,,,,,,,,,,,,
12,35,FL,Flagler County,"12,373","10,379","14,367",10.3,8.6,12,,,,,,,,,,,,,,,,,,
12,37,FL,Franklin County,"2,277","1,786","2,768",21,16.5,25.5,,,,,,,,,,,,,,,,,,
12,39,FL,Gadsden County,"10,645","9,159","12,131",25.8,22.2,29.4,,,,,,,,,,,,,,,,,,
12,41,FL,Gilchrist County,"2,644","2,070","3,218",15.3,12,18.6,,,,,,,,,,,,,,,,,,
12,43,FL,Glades County,"2,123","1,670","2,576",19.2,15.1,23.3,,,,,,,,,,,,,,,,,,
12,45,FL,Gulf County,"2,190","1,678","2,702",15.7,12,19.4,,,,,,,,,,,,,,,,,,
12,47,FL,Hamilton County,"2,933","2,294","3,572",25.7,20.1,31.3,,,,,,,,,,,,,,,,,,
12,49,FL,Hardee County,"5,268","4,197","6,339",21.9,17.5,26.3,,,,,,,,,,,,,,,,,,
12,51,FL,Hendry County,"8,678","7,062","10,294",21.7,17.7,25.7,,,,,,,,,,,,,,,,,,
12,53,FL,Hernando County,"23,828","20,142","27,514",12,10.1,13.9,,,,,,,,,,,,,,,,,,
12,55,FL,Highlands County,"15,428","12,579","18,277",15.1,12.3,17.9,,,,,,,,,,,,,,,,,,
12,57,FL,Hillsborough County,"208,765","196,150","221,380",14.3,13.4,15.2,,,,,,,,,,,,,,,,,,
12,59,FL,Holmes County,"3,613","2,780","4,446",20,15.4,24.6,,,,,,,,,,,,,,,,,,
12,61,FL,Indian River County,"18,938","15,865","22,011",11.7,9.8,13.6,,,,,,,,,,,,,,,,,,
12,63,FL,Jackson County,"8,499","6,929","10,069",20.6,16.8,24.4,,,,,,,,,,,,,,,,,,
12,65,FL,Jefferson County,"2,181","1,664","2,698",16.4,12.5,20.3,,,,,,,,,,,,,,,,,,
12,67,FL,Lafayette County,"1,360","1,019","1,701",18.9,14.1,23.7,,,,,,,,,,,,,,,,,,
12,69,FL,Lake County,"39,022","32,225","45,819",10,8.3,11.7,,,,,,,,,,,,,,,,,,
12,71,FL,Lee County,"95,012","86,022","104,002",12.2,11,13.4,,,,,,,,,,,,,,,,,,
12,73,FL,Leon County,"45,137","39,713","50,561",16.2,14.3,18.1,,,,,,,,,,,,,,,,,,
12,75,FL,Levy County,"8,228","6,694","9,762",18.8,15.3,22.3,,,,,,,,,,,,,,,,,,
12,77,FL,Liberty County,"1,391","1,069","1,713",23.1,17.8,28.4,,,,,,,,,,,,,,,,,,
12,79,FL,Madison County,"3,585","2,752","4,418",21.8,16.7,26.9,,,,,,,,,,,,,,,,,,
12,81,FL,Manatee County,"40,642","34,786","46,498",9.9,8.5,11.3,,,,,,,,,,,,,,,,,,
12,83,FL,Marion County,"50,984","43,423","58,545",13.6,11.6,15.6,,,,,,,,,,,,,,,,,,
12,85,FL,Martin County,"17,768","15,144","20,392",11.4,9.7,13.1,,,,,,,,,,,,,,,,,,
12,86,FL,Miami-Dade County,"398,855","373,824","423,886",15.2,14.2,16.2,,,,,,,,,,,,,,,,,,
12,87,FL,Monroe County,"8,907","7,206","10,608",11,8.9,13.1,,,,,,,,,,,,,,,,,,
12,89,FL,Nassau County,"9,280","7,797","10,763",9.9,8.3,11.5,,,,,,,,,,,,,,,,,,
12,91,FL,Okaloosa County,"20,091","16,556","23,626",9.7,8,11.4,,,,,,,,,,,,,,,,,,
12,93,FL,Okeechobee County,"7,841","6,448","9,234",20.9,17.2,24.6,,,,,,,,,,,,,,,,,,
12,95,FL,Orange County,"208,064","191,194","224,934",14.9,13.7,16.1,,,,,,,,,,,,,,,,,,
12,97,FL,Osceola County,"53,195","46,017","60,373",13.3,11.5,15.1,,,,,,,,,,,,,,,,,,
12,99,FL,Palm Beach County,"171,280","156,914","185,646",11.6,10.6,12.6,,,,,,,,,,,,,,,,,,
12,101,FL,Pasco County,"67,129","59,441","74,817",11.6,10.3,12.9,,,,,,,,,,,,,,,,,,
12,103,FL,Pinellas County,"115,468","105,953","124,983",12.3,11.3,13.3,,,,,,,,,,,,,,,,,,
12,105,FL,Polk County,"115,547","105,727","125,367",15.6,14.3,16.9,,,,,,,,,,,,,,,,,,
12,107,FL,Putnam County,"19,159","16,450","21,868",26.3,22.6,30,,,,,,,,,,,,,,,,,,
12,109,FL,St. Johns County,"18,142","14,842","21,442",6.3,5.2,7.4,,,,,,,,,,,,,,,,,,
12,111,FL,St. Lucie County,"38,819","32,047","45,591",11.4,9.4,13.4,,,,,,,,,,,,,,,,,,
12,113,FL,Santa Rosa County,"16,609","13,127","20,091",8.9,7,10.8,,,,,,,,,,,,,,,,,,
12,115,FL,Sarasota County,"37,895","32,020","43,770",8.6,7.3,9.9,,,,,,,,,,,,,,,,,,
12,117,FL,Seminole County,"43,726","37,591","49,861",9.4,8.1,10.7,,,,,,,,,,,,,,,,,,
12,119,FL,Sumter County,"12,096","9,906","14,286",9.5,7.8,11.2,,,,,,,,,,,,,,,,,,
12,121,FL,Suwannee County,"8,648","7,000","10,296",20.6,16.7,24.5,,,,,,,,,,,,,,,,,,
12,123,FL,Taylor County,"3,889","2,965","4,813",20.1,15.3,24.9,,,,,,,,,,,,,,,,,,
12,125,FL,Union County,"2,536","1,970","3,102",22.7,17.6,27.8,,,,,,,,,,,,,,,,,,
12,127,FL,Volusia County,"75,803","68,095","83,511",13.8,12.4,15.2,,,,,,,,,,,,,,,,,,
12,129,FL,Wakulla County,"3,164","2,279","4,049",10.1,7.3,12.9,,,,,,,,,,,,,,,,,,
12,131,FL,Walton County,"9,632","7,808","11,456",12.4,10.1,14.7,,,,,,,,,,,,,,,,,,
12,133,FL,Washington County,"4,395","3,504","5,286",19.2,15.3,23.1,,,,,,,,,,,,,,,,,,
13,0,GA,Georgia,"1,493,837","1,463,589","1,524,085",14.2,13.9,14.5,,,,,,,,,,,,,,,,,,
13,1,GA,Appling County,"3,292","2,554","4,030",18.2,14.1,22.3,,,,,,,,,,,,,,,,,,
13,3,GA,Atkinson County,"1,983","1,570","2,396",23.8,18.8,28.8,,,,,,,,,,,,,,,,,,
13,5,GA,Bacon County,"2,522","1,997","3,047",23.4,18.5,28.3,,,,,,,,,,,,,,,,,,
13,7,GA,Baker County,728,566,890,25.9,20.1,31.7,,,,,,,,,,,,,,,,,,
13,9,GA,Baldwin County,"9,332","7,783","10,881",24.4,20.4,28.4,,,,,,,,,,,,,,,,,,
13,11,GA,Banks County,"2,363","1,848","2,878",12.8,10,15.6,,,,,,,,,,,,,,,,,,
13,13,GA,Barrow County,"8,262","6,676","9,848",9.6,7.8,11.4,,,,,,,,,,,,,,,,,,
13,15,GA,Bartow County,"12,677","10,063","15,291",11.6,9.2,14,,,,,,,,,,,,,,,,,,
13,17,GA,Ben Hill County,"3,731","2,859","4,603",22.1,16.9,27.3,,,,,,,,,,,,,,,,,,
13,19,GA,Berrien County,"3,091","2,392","3,790",17.2,13.3,21.1,,,,,,,,,,,,,,,,,,
13,21,GA,Bibb County,"36,780","32,542","41,018",24.5,21.7,27.3,,,,,,,,,,,,,,,,,,
13,23,GA,Bleckley County,"2,153","1,703","2,603",19,15,23,,,,,,,,,,,,,,,,,,
13,25,GA,Brantley County,"3,310","2,646","3,974",18.4,14.7,22.1,,,,,,,,,,,,,,,,,,
13,27,GA,Brooks County,"3,809","3,016","4,602",23.5,18.6,28.4,,,,,,,,,,,,,,,,,,
13,29,GA,Bryan County,"3,766","2,878","4,654",8.1,6.2,10,,,,,,,,,,,,,,,,,,
13,31,GA,Bulloch County,"16,122","13,384","18,860",21.3,17.7,24.9,,,,,,,,,,,,,,,,,,
13,33,GA,Burke County,"4,961","3,860","6,062",20.7,16.1,25.3,,,,,,,,,,,,,,,,,,
13,35,GA,Butts County,"3,195","2,388","4,002",14,10.5,17.5,,,,,,,,,,,,,,,,,,
13,37,GA,Calhoun County,"1,380","1,054","1,706",34,26,42,,,,,,,,,,,,,,,,,,
13,39,GA,Camden County,"6,323","5,043","7,603",11.8,9.4,14.2,,,,,,,,,,,,,,,,,,
13,43,GA,Candler County,"2,371","1,827","2,915",22,16.9,27.1,,,,,,,,,,,,,,,,,,
13,45,GA,Carroll County,"19,224","16,296","22,152",16.3,13.8,18.8,,,,,,,,,,,,,,,,,,
13,47,GA,Catoosa County,"7,873","6,155","9,591",11.6,9.1,14.1,,,,,,,,,,,,,,,,,,
13,49,GA,Charlton County,"2,575","2,018","3,132",24.6,19.3,29.9,,,,,,,,,,,,,,,,,,
13,51,GA,Chatham County,"43,618","37,234","50,002",15.5,13.2,17.8,,,,,,,,,,,,,,,,,,
13,53,GA,Chattahoochee County,"1,114",845,"1,383",16.5,12.5,20.5,,,,,,,,,,,,,,,,,,
13,55,GA,Chattooga County,"4,768","3,897","5,639",20.2,16.5,23.9,,,,,,,,,,,,,,,,,,
13,57,GA,Cherokee County,"18,933","15,904","21,962",7,5.9,8.1,,,,,,,,,,,,,,,,,,
13,59,GA,Clarke County,"25,418","21,536","29,300",21.5,18.2,24.8,,,,,,,,,,,,,,,,,,
13,61,GA,Clay County,686,513,859,24.3,18.2,30.4,,,,,,,,,,,,,,,,,,
13,63,GA,Clayton County,"55,143","47,432","62,854",18.9,16.3,21.5,,,,,,,,,,,,,,,,,,
13,65,GA,Clinch County,"1,590","1,277","1,903",23.9,19.2,28.6,,,,,,,,,,,,,,,,,,
13,67,GA,Cobb County,"72,765","64,177","81,353",9.6,8.5,10.7,,,,,,,,,,,,,,,,,,
13,69,GA,Coffee County,"10,440","8,859","12,021",26,22.1,29.9,,,,,,,,,,,,,,,,,,
13,71,GA,Colquitt County,"10,027","8,231","11,823",22.4,18.4,26.4,,,,,,,,,,,,,,,,,,
13,73,GA,Columbia County,"11,580","9,411","13,749",7.3,5.9,8.7,,,,,,,,,,,,,,,,,,
13,75,GA,Cook County,"3,435","2,704","4,166",20.1,15.8,24.4,,,,,,,,,,,,,,,,,,
13,77,GA,Coweta County,"12,129","9,691","14,567",8.1,6.5,9.7,,,,,,,,,,,,,,,,,,
13,79,GA,Crawford County,"1,962","1,514","2,410",16.3,12.6,20,,,,,,,,,,,,,,,,,,
13,81,GA,Crisp County,"4,729","3,566","5,892",24.2,18.3,30.1,,,,,,,,,,,,,,,,,,
13,83,GA,Dade County,"1,728","1,280","2,176",11.3,8.4,14.2,,,,,,,,,,,,,,,,,,
13,85,GA,Dawson County,"2,556","2,004","3,108",9,7,11,,,,,,,,,,,,,,,,,,
13,87,GA,Decatur County,"6,635","5,238","8,032",23.8,18.8,28.8,,,,,,,,,,,,,,,,,,
13,89,GA,DeKalb County,"108,081","94,463","121,699",14.5,12.7,16.3,,,,,,,,,,,,,,,,,,
13,91,GA,Dodge County,"4,620","3,828","5,412",25.6,21.2,30,,,,,,,,,,,,,,,,,,
13,93,GA,Dooly County,"2,108","1,559","2,657",22.5,16.6,28.4,,,,,,,,,,,,,,,,,,
13,95,GA,Dougherty County,"21,155","17,320","24,990",26.1,21.4,30.8,,,,,,,,,,,,,,,,,,
13,97,GA,Douglas County,"18,540","15,334","21,746",12.8,10.6,15,,,,,,,,,,,,,,,,,,
13,99,GA,Early County,"2,730","2,139","3,321",26.1,20.5,31.7,,,,,,,,,,,,,,,,,,
13,101,GA,Echols County,794,602,986,21.6,16.4,26.8,,,,,,,,,,,,,,,,,,
13,103,GA,Effingham County,"6,045","4,824","7,266",9.2,7.3,11.1,,,,,,,,,,,,,,,,,,
13,105,GA,Elbert County,"3,710","2,867","4,553",19.2,14.8,23.6,,,,,,,,,,,,,,,,,,
13,107,GA,Emanuel County,"5,156","4,172","6,140",24.1,19.5,28.7,,,,,,,,,,,,,,,,,,
13,109,GA,Evans County,"2,447","1,900","2,994",23.9,18.6,29.2,,,,,,,,,,,,,,,,,,
13,111,GA,Fannin County,"3,397","2,619","4,175",13.2,10.2,16.2,,,,,,,,,,,,,,,,,,
13,113,GA,Fayette County,"7,752","6,268","9,236",6.5,5.3,7.7,,,,,,,,,,,,,,,,,,
13,115,GA,Floyd County,"15,376","12,494","18,258",16.2,13.2,19.2,,,,,,,,,,,,,,,,,,
13,117,GA,Forsyth County,"13,636","11,252","16,020",5.3,4.4,6.2,,,,,,,,,,,,,,,,,,
13,119,GA,Franklin County,"3,792","3,031","4,553",16.5,13.2,19.8,,,,,,,,,,,,,,,,,,
13,121,GA,Fulton County,"142,028","126,658","157,398",13.7,12.2,15.2,,,,,,,,,,,,,,,,,,
13,123,GA,Gilmer County,"4,449","3,513","5,385",14,11.1,16.9,,,,,,,,,,,,,,,,,,
13,125,GA,Glascock County,436,335,537,15.3,11.8,18.8,,,,,,,,,,,,,,,,,,
13,127,GA,Glynn County,"13,760","11,174","16,346",16.5,13.4,19.6,,,,,,,,,,,,,,,,,,
13,129,GA,Gordon County,"7,364","5,879","8,849",12.8,10.2,15.4,,,,,,,,,,,,,,,,,,
13,131,GA,Grady County,"5,741","4,715","6,767",22.4,18.4,26.4,,,,,,,,,,,,,,,,,,
13,133,GA,Greene County,"2,716","2,072","3,360",14,10.7,17.3,,,,,,,,,,,,,,,,,,
13,135,GA,Gwinnett County,"102,953","92,383","113,523",10.8,9.7,11.9,,,,,,,,,,,,,,,,,,
13,137,GA,Habersham County,"5,918","4,683","7,153",13.3,10.5,16.1,,,,,,,,,,,,,,,,,,
13,139,GA,Hall County,"24,666","21,182","28,150",12.1,10.4,13.8,,,,,,,,,,,,,,,,,,
13,141,GA,Hancock County,"2,228","1,691","2,765",30.5,23.2,37.8,,,,,,,,,,,,,,,,,,
13,143,GA,Haralson County,"4,514","3,541","5,487",14.9,11.7,18.1,,,,,,,,,,,,,,,,,,
13,145,GA,Harris County,"2,899","2,262","3,536",8.2,6.4,10,,,,,,,,,,,,,,,,,,
13,147,GA,Hart County,"4,075","3,182","4,968",15.8,12.3,19.3,,,,,,,,,,,,,,,,,,
13,149,GA,Heard County,"1,969","1,558","2,380",17.2,13.6,20.8,,,,,,,,,,,,,,,,,,
13,151,GA,Henry County,"23,188","19,583","26,793",9.5,8,11,,,,,,,,,,,,,,,,,,
13,153,GA,Houston County,"19,058","15,687","22,429",11.6,9.6,13.6,,,,,,,,,,,,,,,,,,
13,155,GA,Irwin County,"1,817","1,406","2,228",21.4,16.5,26.3,,,,,,,,,,,,,,,,,,
13,157,GA,Jackson County,"9,491","8,127","10,855",11.9,10.2,13.6,,,,,,,,,,,,,,,,,,
13,159,GA,Jasper County,"2,232","1,756","2,708",14.7,11.6,17.8,,,,,,,,,,,,,,,,,,
13,161,GA,Jeff Davis County,"2,861","2,209","3,513",19.4,15,23.8,,,,,,,,,,,,,,,,,,
13,163,GA,Jefferson County,"3,037","2,286","3,788",20.3,15.3,25.3,,,,,,,,,,,,,,,,,,
13,165,GA,Jenkins County,"2,052","1,553","2,551",27.4,20.7,34.1,,,,,,,,,,,,,,,,,,
13,167,GA,Johnson County,"2,041","1,572","2,510",26.7,20.6,32.8,,,,,,,,,,,,,,,,,,
13,169,GA,Jones County,"3,513","2,768","4,258",12.5,9.9,15.1,,,,,,,,,,,,,,,,,,
13,171,GA,Lamar County,"2,550","1,938","3,162",14.1,10.7,17.5,,,,,,,,,,,,,,,,,,
13,173,GA,Lanier County,"1,924","1,524","2,324",19.8,15.7,23.9,,,,,,,,,,,,,,,,,,
13,175,GA,Laurens County,"10,614","9,064","12,164",21.9,18.7,25.1,,,,,,,,,,,,,,,,,,
13,177,GA,Lee County,"3,163","2,390","3,936",9.8,7.4,12.2,,,,,,,,,,,,,,,,,,
13,179,GA,Liberty County,"11,429","9,656","13,202",18.1,15.3,20.9,,,,,,,,,,,,,,,,,,
13,181,GA,Lincoln County,"1,266",969,"1,563",16.5,12.6,20.4,,,,,,,,,,,,,,,,,,
13,183,GA,Long County,"2,467","1,880","3,054",14.6,11.1,18.1,,,,,,,,,,,,,,,,,,
13,185,GA,Lowndes County,"27,652","24,897","30,407",24.4,22,26.8,,,,,,,,,,,,,,,,,,
13,187,GA,Lumpkin County,"4,246","3,370","5,122",13.6,10.8,16.4,,,,,,,,,,,,,,,,,,
13,189,GA,McDuffie County,"4,182","3,275","5,089",19.6,15.4,23.8,,,,,,,,,,,,,,,,,,
13,191,GA,McIntosh County,"2,367","1,920","2,814",21.4,17.4,25.4,,,,,,,,,,,,,,,,,,
13,193,GA,Macon County,"3,132","2,462","3,802",30.3,23.8,36.8,,,,,,,,,,,,,,,,,,
13,195,GA,Madison County,"4,611","3,788","5,434",15.1,12.4,17.8,,,,,,,,,,,,,,,,,,
13,197,GA,Marion County,"1,580","1,223","1,937",21.3,16.5,26.1,,,,,,,,,,,,,,,,,,
13,199,GA,Meriwether County,"4,468","3,655","5,281",21.7,17.7,25.7,,,,,,,,,,,,,,,,,,
13,201,GA,Miller County,"1,400","1,135","1,665",24.2,19.6,28.8,,,,,,,,,,,,,,,,,,
